instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange,INECODE
NSE_EQ|INE745G01035,31181,MCX,MULTI COMMODITY EXCHANGE,7595.5,,,0.5,1,EQUITY,,NSE_EQ,INE745G01035
NSE_EQ|INE959C01023,10768,OAL,ORIENTAL AROMATICS LTD,369.65,,,0.05,1,EQUITY,,NSE_EQ,INE959C01023
NSE_EQ|INE0W2G01015,27052,SAGILITY,SAGILITY INDIA LIMITED,44.96,,,0.01,1,EQUITY,,NSE_EQ,INE0W2G01015
NSE_EQ|INF109KC10S8,14584,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,68.62,,,0.01,1,EQUITY,,NSE_EQ,INF109KC10S8
NSE_EQ|INF204KA1MS3,2636,DIVOPPBEES,NIP IND ETF DIV OPP,75.87,,,0.01,1,EQUITY,,NSE_EQ,INF204KA1MS3
NSE_EQ|INF109KC10W0,17702,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,17.17,,,0.01,1,EQUITY,,NSE_EQ,INF109KC10W0
NSE_EQ|INE04LG01015,5637,PAR,PAR DRUGS AND CHEM LTD,100.59,,,0.01,1,EQUITY,,NSE_EQ,INE04LG01015
NSE_EQ|INF109KC10V2,7844,AUTOIETF,ICICIPRAMC - ICICIAUTO,24.12,,,0.01,1,EQUITY,,NSE_EQ,INF109KC10V2
NSE_EQ|INE953L01027,22663,JSFB,JANA SMALL FIN BANK LTD,460.1,,,0.05,1,EQUITY,,NSE_EQ,INE953L01027
NSE_EQ|INE215B01022,29495,ORCHASP,ORCHASP LIMITED,2.88,,,0.01,1,EQUITY,,NSE_EQ,INE215B01022
NSE_EQ|INE930P01018,2829,ANURAS,ANUPAM RASAYAN INDIA LTD,1136.6,,,0.1,1,EQUITY,,NSE_EQ,INE930P01018
NSE_EQ|INE715B01021,136,ANDHRSUGAR,ANDHRA SUGARS LTD,76.43,,,0.01,1,EQUITY,,NSE_EQ,INE715B01021
NSE_EQ|INE152B01027,13688,ACLGATI,ALLCARGO GATI LIMITED,66.03,,,0.01,1,EQUITY,,NSE_EQ,INE152B01027
NSE_EQ|INE766P20016,757786,MAHLOG-RE,MAHINDRA LOGISTICS LTD,41.04,,,0.01,1,EQUITY,,NSE_EQ,INE766P20016
NSE_EQ|INE148I01020,30125,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,125.76,,,0.01,1,EQUITY,,NSE_EQ,INE148I01020
NSE_EQ|INE617A01013,11964,SEMAC,SEMAC CONSTRUCTION LTD,525.55,,,0.05,1,EQUITY,,NSE_EQ,INE617A01013
NSE_EQ|INE118D01016,5426,NUVOCO,NUVOCO VISTAS CORP LTD,424.45,,,0.05,1,EQUITY,,NSE_EQ,INE118D01016
NSE_EQ|INE0U4701011,757515,DIGITIDE,DIGITIDE SOLUTIONS LTD,222.73,,,0.01,1,EQUITY,,NSE_EQ,INE0U4701011
NSE_EQ|INE546C01010,757754,PICCADIL,PICCADILY AGRO INDUSTRI L,630.2,,,0.05,1,EQUITY,,NSE_EQ,INE546C01010
NSE_EQ|INE832A01018,6934,MODIRUBBER,MODI RUBBER LTD,118.88,,,0.01,1,EQUITY,,NSE_EQ,INE832A01018
NSE_EQ|INE531E01026,17939,HINDCOPPER,HINDUSTAN COPPER LTD,236.96,,,0.01,1,EQUITY,,NSE_EQ,INE531E01026
NSE_EQ|INE483C01032,13976,TANLA,TANLA PLATFORMS LIMITED,616.9,,,0.05,1,EQUITY,,NSE_EQ,INE483C01032
NSE_EQ|INE823G01014,13270,JKCEMENT,JK CEMENT LIMITED,6681.5,,,0.5,1,EQUITY,,NSE_EQ,INE823G01014
NSE_EQ|INE615I01010,17424,GLOBUSSPR,GLOBUS SPIRITS LTD,1255.6,,,0.1,1,EQUITY,,NSE_EQ,INE615I01010
NSE_EQ|INE987B01026,3918,NATCOPHARM,NATCO PHARMA LTD.,931.05,,,0.05,1,EQUITY,,NSE_EQ,INE987B01026
NSE_EQ|INE550C01020,20203,URJA,URJA GLOBAL LIMITED,13.81,,,0.01,1,EQUITY,,NSE_EQ,INE550C01020
NSE_EQ|INE721A01047,4306,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,614.2,,,0.05,1,EQUITY,,NSE_EQ,INE721A01047
NSE_EQ|INF109KC11V0,17475,NV20IETF,ICICI PRUDENTIAL NV20 ETF,14.08,,,0.01,1,EQUITY,,NSE_EQ,INF109KC11V0
NSE_EQ|INE506A01018,11271,DREDGECORP,DREDGING CORP OF INDIA,661.05,,,0.05,1,EQUITY,,NSE_EQ,INE506A01018
NSE_EQ|INF109KC11W8,17152,MIDCAPIETF,ICICIPRAMC - ICICIM150,21.75,,,0.01,1,EQUITY,,NSE_EQ,INF109KC11W8
NSE_EQ|INE437B01014,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,156.63,,,0.01,1,EQUITY,,NSE_EQ,INE437B01014
NSE_EQ|INE262Z01023,15840,LATTEYS,LATTEYS INDUSTRIES LTD,20.78,,,0.01,1,EQUITY,,NSE_EQ,INE262Z01023
NSE_EQ|INE028A01039,4668,BANKBARODA,BANK OF BARODA,235.13,,,0.01,1,EQUITY,,NSE_EQ,INE028A01039
NSE_EQ|INF174KA1JE5,10512,CONS,KOTAKMAMC - KOTAKCONS,119.88,,,0.01,1,EQUITY,,NSE_EQ,INF174KA1JE5
NSE_EQ|INE0L9R01028,23066,GOPAL,GOPAL SNACKS LIMITED,361,,,0.05,1,EQUITY,,NSE_EQ,INE0L9R01028
NSE_EQ|INF174KA1JF2,10676,MNC,KOTAKMAMC - KOTAKMNC,29.2,,,0.01,1,EQUITY,,NSE_EQ,INF174KA1JF2
NSE_EQ|INF174KA1IY5,8632,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,20.64,,,0.01,1,EQUITY,,NSE_EQ,INF174KA1IY5
NSE_EQ|INE727S01012,21683,BRNL,BHARAT ROAD NETWORK LTD,20.55,,,0.01,1,EQUITY,,NSE_EQ,INE727S01012
NSE_EQ|INE972X01022,16589,VAISHALI,VAISHALI PHARMA LIMITED,12.7,,,0.01,1,EQUITY,,NSE_EQ,INE972X01022
NSE_EQ|INE590L01019,25344,VASWANI,VASWANI IND LTD,53.98,,,0.01,1,EQUITY,,NSE_EQ,INE590L01019
NSE_EQ|INE670K01029,3220,LODHA,LODHA DEVELOPERS LIMITED,1207.9,,,0.1,1,EQUITY,,NSE_EQ,INE670K01029
NSE_EQ|INE280A01028,3506,TITAN,TITAN COMPANY LIMITED,3316,,,0.1,1,EQUITY,,NSE_EQ,INE280A01028
NSE_EQ|INE878A01011,7862,GEPIL,GE POWER INDIA LIMITED,307.45,,,0.05,1,EQUITY,,NSE_EQ,INE878A01011
NSE_EQ|INE039A01010,1491,IFCI,IFCI LTD,57.96,,,0.01,1,EQUITY,,NSE_EQ,INE039A01010
NSE_EQ|INE733E07JJ9,31768,891NTPC33,8.91%S-R-NCD SERIES 3B,1275.23,,,0.01,1,EQUITY,,NSE_EQ,INE733E07JJ9
NSE_EQ|INE291A01017,7982,GRWRHITECH,GARWARE HI-TECH FILMS LTD,3324.7,,,0.1,1,EQUITY,,NSE_EQ,INE291A01017
NSE_EQ|INE576O01020,2841,LXCHEM,LAXMI ORGANIC INDUS LTD,195.69,,,0.01,1,EQUITY,,NSE_EQ,INE576O01020
NSE_EQ|INE802C01033,11829,SSWL,STEEL STRIPS WHEELS LTD.,216.82,,,0.01,1,EQUITY,,NSE_EQ,INE802C01033
NSE_EQ|INE688Y01022,1116,DANGEE,DANGEE DUMS LIMITED,4.49,,,0.01,1,EQUITY,,NSE_EQ,INE688Y01022
NSE_EQ|INE326B01035,16719,ALMONDZ,ALMONDZ GLOBAL SEC LTD,21.51,,,0.01,1,EQUITY,,NSE_EQ,INE326B01035
NSE_EQ|INF277KA1364,8882,TNIDETF,TATAAML - TNIDETF,90.35,,,0.01,1,EQUITY,,NSE_EQ,INF277KA1364
NSE_EQ|INE807K01035,20698,SCHAND,S CHAND AND COMPANY LTD,219.39,,,0.01,1,EQUITY,,NSE_EQ,INE807K01035
NSE_EQ|INF174KA1IB3,8077,MIDCAP,KOTAKMAMC - KOTAKMID50,163.06,,,0.01,1,EQUITY,,NSE_EQ,INF174KA1IB3
NSE_EQ|INF174KA1IA5,7412,ALPHA,KOTAKMAMC - KOTAKALPHA,49.45,,,0.01,1,EQUITY,,NSE_EQ,INF174KA1IA5
NSE_EQ|INE079J01017,8510,GATEWAY,GATEWAY DISTRIPARKS LTD,68.34,,,0.01,1,EQUITY,,NSE_EQ,INE079J01017
NSE_EQ|INE048B01035,4410,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,271.35,,,0.05,1,EQUITY,,NSE_EQ,INE048B01035
NSE_EQ|INE914M01019,1508,ASTERDM,ASTER DM HEALTHCARE LTD.,595.4,,,0.05,1,EQUITY,,NSE_EQ,INE914M01019
NSE_EQ|INE978A01027,4598,HERITGFOOD,HERITAGE FOODS LTD,475.55,,,0.05,1,EQUITY,,NSE_EQ,INE978A01027
NSE_EQ|INE733E07JW2,10751,762NTPC35F,TFB 7.62% 2035 SR. 3B,1229,,,0.01,1,EQUITY,,NSE_EQ,INE733E07JW2
NSE_EQ|INF204KA1LD7,2435,CONSUMBEES,NIP IND ETF CONSUMPTION,129.54,,,0.01,1,EQUITY,,NSE_EQ,INF204KA1LD7
NSE_EQ|INE435C01024,11549,TEXINFRA,TEXMACO INFRA & HOLDG LTD,98.31,,,0.01,1,EQUITY,,NSE_EQ,INE435C01024
NSE_EQ|INE372C01037,2717,PRECWIRE,PRECISION WIRES INDIA LTD,175.19,,,0.01,1,EQUITY,,NSE_EQ,INE372C01037
NSE_EQ|INE227W01023,5049,CLEAN,CLEAN SCIENCE & TECH LTD,1207.2,,,0.1,1,EQUITY,,NSE_EQ,INE227W01023
NSE_EQ|INE1SY401010,758551,RAYMONDREL,RAYMOND REALTY LIMITED,675.35,,,0.05,1,EQUITY,,NSE_EQ,INE1SY401010
NSE_EQ|INE788J01021,7016,SHIVALIK,SHIVALIK RASAYAN LIMITED,590.1,,,0.05,1,EQUITY,,NSE_EQ,INE788J01021
NSE_EQ|INE286H01012,13298,VISASTEEL,VISA STEEL LIMITED,34.77,,,0.01,1,EQUITY,,NSE_EQ,INE286H01012
NSE_EQ|INE570L01029,27839,SAILIFE,SAI LIFE SCIENCES LIMITED,788,,,0.05,1,EQUITY,,NSE_EQ,INE570L01029
NSE_EQ|INE435G01025,24409,DHANUKA,DHANUKA AGRITECH LTD,1645.6,,,0.1,1,EQUITY,,NSE_EQ,INE435G01025
NSE_EQ|INE374B01019,8687,MUKTAARTS,MUKTA ARTS LIMITED,77.55,,,0.01,1,EQUITY,,NSE_EQ,INE374B01019
NSE_EQ|INF204KB1V68,8506,MID150BEES,NIP IND ETF MIDCAP 150,217.7,,,0.01,1,EQUITY,,NSE_EQ,INF204KB1V68
NSE_EQ|INE461B01014,13126,REPRO,REPRO INDIA LIMITED,533.2,,,0.05,1,EQUITY,,NSE_EQ,INE461B01014
NSE_EQ|INE716A01013,18011,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,1315.6,,,0.1,1,EQUITY,,NSE_EQ,INE716A01013
NSE_EQ|INE547E01014,12009,IMPAL,IND MOTOR PART & ACC LTD,1035.3,,,0.1,1,EQUITY,,NSE_EQ,INE547E01014
NSE_EQ|INE128X01021,12024,ACI,ARCHEAN CHEMICAL IND LTD,656.2,,,0.05,1,EQUITY,,NSE_EQ,INE128X01021
NSE_EQ|INE854S01022,2191,GENCON,GENERIC ENG CONS PROJ LTD,44.81,,,0.01,1,EQUITY,,NSE_EQ,INE854S01022
NSE_EQ|INE506W01012,12847,KRISHANA,KRISHANA PHOSCHEM LIMITED,537.35,,,0.05,1,EQUITY,,NSE_EQ,INE506W01012
NSE_EQ|INE158A01026,1348,HEROMOTOCO,HERO MOTOCORP LIMITED,4311.6,,,0.1,1,EQUITY,,NSE_EQ,INE158A01026
NSE_EQ|INE0CCU25019,22308,MINDSPACE,MINDSPACE BUSINESS P REIT,412.52,,,0.01,1,EQUITY,,NSE_EQ,INE0CCU25019
NSE_EQ|INE083C01022,13920,PLASTIBLEN,PLASTIBLENDS INDIA LTD,187.99,,,0.01,1,EQUITY,,NSE_EQ,INE083C01022
NSE_EQ|INE824Q01011,7482,MANAKSTEEL,MANAKSIA STEELS LTD,64.89,,,0.01,1,EQUITY,,NSE_EQ,INE824Q01011
NSE_EQ|INE524A01029,1085,GABRIEL,GABRIEL INDIA LTD,1002.4,,,0.1,1,EQUITY,,NSE_EQ,INE524A01029
NSE_EQ|INE0LOJ01019,16822,IKIO,IKIO TECHNOLOGIES LIMITED,198.14,,,0.01,1,EQUITY,,NSE_EQ,INE0LOJ01019
NSE_EQ|INE060901027,578,LIKHITHA,LIKHITHA INFRASTRUC LTD,272.35,,,0.05,1,EQUITY,,NSE_EQ,INE060901027
NSE_EQ|INE112L01020,9581,METROPOLIS,METROPOLIS HEALTHCARE LTD,2037.7,,,0.1,1,EQUITY,,NSE_EQ,INE112L01020
NSE_EQ|INE03JT01014,23799,GODIGIT,GO DIGIT GENERAL INS LTD,365.15,,,0.05,1,EQUITY,,NSE_EQ,INE03JT01014
NSE_EQ|INE542W01025,5108,KPIGREEN,KPI GREEN ENERGY LIMITED,523.8,,,0.05,1,EQUITY,,NSE_EQ,INE542W01025
NSE_EQ|INE405E01023,14154,UNOMINDA,UNO MINDA LIMITED,1043.9,,,0.1,1,EQUITY,,NSE_EQ,INE405E01023
NSE_EQ|INE080I01025,25807,LLOYDSENT,LLOYDS ENTERPRISES LTD,80.78,,,0.01,1,EQUITY,,NSE_EQ,INE080I01025
NSE_EQ|INE611A01016,2794,RSWM,RSWM LIMITED,152.87,,,0.01,1,EQUITY,,NSE_EQ,INE611A01016
NSE_EQ|INE360C01024,15419,DPSCLTD,DPSC LIMITED,12.76,,,0.01,1,EQUITY,,NSE_EQ,INE360C01024
NSE_EQ|INE425B01027,8833,BCG,BRIGHTCOM GROUP LIMITED,13.97,,,0.01,1,EQUITY,,NSE_EQ,INE425B01027
NSE_EQ|INE491J01022,20152,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,473.25,,,0.05,1,EQUITY,,NSE_EQ,INE491J01022
NSE_EQ|INE527H01019,9039,UFO,UFO MOVIEZ INDIA LTD.,76.25,,,0.01,1,EQUITY,,NSE_EQ,INE527H01019
NSE_EQ|INE050M01012,27067,VSSL,VARDHMAN SPC STEEL LTD,258.5,,,0.05,1,EQUITY,,NSE_EQ,INE050M01012
NSE_EQ|INE578A01017,2316,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,210.8,,,0.01,1,EQUITY,,NSE_EQ,INE578A01017
NSE_EQ|INF194KA1U07,18783,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,269.86,,,0.01,1,EQUITY,,NSE_EQ,INF194KA1U07
NSE_EQ|INE419D01026,3482,CLSEL,CHAMAN LAL SETIA EXP LTD,311.65,,,0.05,1,EQUITY,,NSE_EQ,INE419D01026
NSE_EQ|INE642C01025,24730,RUBFILA,RUBFILA INTERNATIONAL LTD,79.78,,,0.01,1,EQUITY,,NSE_EQ,INE642C01025
NSE_EQ|INE120D01012,15161,HITECHCORP,HITECH CORPORATION LTD,186.19,,,0.01,1,EQUITY,,NSE_EQ,INE120D01012
NSE_EQ|IN9483S01010,757943,INFIBPP,INFIBEAM RE.0.5 PPD UP,9.09,,,0.01,1,EQUITY,,NSE_EQ,IN9483S01010
NSE_EQ|INE914E01040,9921,ALANKIT,ALANKIT LIMITED,15.33,,,0.01,1,EQUITY,,NSE_EQ,INE914E01040
NSE_EQ|INE715A01015,3766,WHEELS,WHEELS INDIA LTD,750.1,,,0.05,1,EQUITY,,NSE_EQ,INE715A01015
NSE_EQ|INE947A01014,3348,SUNFLAG,SUNFLAG IRON AND STEEL CO,277.2,,,0.05,1,EQUITY,,NSE_EQ,INE947A01014
NSE_EQ|INE01NE01012,25737,SRD,SHANKAR LAL RAMPAL LTD,80.36,,,0.01,1,EQUITY,,NSE_EQ,INE01NE01012
NSE_EQ|INE348A01023,203,ASHAPURMIN,ASHAPURA MINECHEM LTD,528.85,,,0.05,1,EQUITY,,NSE_EQ,INE348A01023
NSE_EQ|INE726L01019,24395,DELPHIFX,DELPHI WORLD MONEY LTD,213.12,,,0.01,1,EQUITY,,NSE_EQ,INE726L01019
NSE_EQ|INE754A01055,959,SUBEXLTD,SUBEX LTD,12.85,,,0.01,1,EQUITY,,NSE_EQ,INE754A01055
NSE_EQ|INE791A01024,8132,BLBLIMITED,BLB LIMITED,15.25,,,0.01,1,EQUITY,,NSE_EQ,INE791A01024
NSE_EQ|INE703H01016,14203,HUBTOWN,HUBTOWN LIMITED,333.3,,,0.05,1,EQUITY,,NSE_EQ,INE703H01016
NSE_EQ|INE431F01018,10318,PKTEA,THE P K TEA PROD CO LTD,591.35,,,0.05,1,EQUITY,,NSE_EQ,INE431F01018
NSE_EQ|INE336H01023,19675,GAYAPROJ,GAYATRI PROJECTS LTD,8.83,,,0.01,1,EQUITY,,NSE_EQ,INE336H01023
NSE_EQ|INE027E07998,20655,898LTF29,SERENCD 8.98% SR.VI OP2,1075,,,0.01,1,EQUITY,,NSE_EQ,INE027E07998
NSE_EQ|INE777K01022,18566,RRKABEL,R R KABEL LIMITED,1334.3,,,0.1,1,EQUITY,,NSE_EQ,INE777K01022
NSE_EQ|INE123W01016,21808,SBILIFE,SBI LIFE INSURANCE CO LTD,1796.2,,,0.1,1,EQUITY,,NSE_EQ,INE123W01016
NSE_EQ|INF174K01Z71,11457,NV20,KOTAKMAMC - KTKNV20ETF,143.54,,,0.01,1,EQUITY,,NSE_EQ,INF174K01Z71
NSE_EQ|INE0HLU01028,28046,MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,234.28,,,0.01,1,EQUITY,,NSE_EQ,INE0HLU01028
NSE_EQ|INE843B01013,5239,MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,103.96,,,0.01,1,EQUITY,,NSE_EQ,INE843B01013
NSE_EQ|INE048C01025,23386,VHLTD,VICEROY HOTELS LIMITED,104.84,,,0.01,1,EQUITY,,NSE_EQ,INE048C01025
NSE_EQ|INE388G01026,19503,TICL,TWAMEV CONS AND INFRA LTD,30.45,,,0.01,1,EQUITY,,NSE_EQ,INE388G01026
NSE_EQ|INE02YR01019,11530,EMIL,ELECTRONICS MART IND LTD,125.72,,,0.01,1,EQUITY,,NSE_EQ,INE02YR01019
NSE_EQ|INE298A01020,1901,CUMMINSIND,CUMMINS INDIA LTD,3568.7,,,0.1,1,EQUITY,,NSE_EQ,INE298A01020
NSE_EQ|INE470Y01017,399,NIACL,THE NEW INDIA ASSU CO LTD,188.74,,,0.01,1,EQUITY,,NSE_EQ,INE470Y01017
NSE_EQ|INE413U07301,24141,1003IIFL29,SEC RE NCD 10.03% SR V,1000,,,0.01,1,EQUITY,,NSE_EQ,INE413U07301
NSE_EQ|INE365D01021,24403,ASHIANA,ASHIANA HOUSING LTD,323.05,,,0.05,1,EQUITY,,NSE_EQ,INE365D01021
NSE_EQ|INE800A01015,6815,BIRLACABLE,BIRLA CABLE LIMITED,165.91,,,0.01,1,EQUITY,,NSE_EQ,INE800A01015
NSE_EQ|INE192A01025,3432,TATACONSUM,TATA CONSUMER PRODUCT LTD,1070.4,,,0.1,1,EQUITY,,NSE_EQ,INE192A01025
NSE_EQ|INE864K01010,6501,IRIS,IRIS BUSINESS SERV LTD,372,,,0.05,1,EQUITY,,NSE_EQ,INE864K01010
NSE_EQ|INE085J01014,18118,THANGAMAYL,THANGAMAYIL JEWELLERY LTD,1913.5,,,0.1,1,EQUITY,,NSE_EQ,INE085J01014
NSE_EQ|INE769A01020,7,AARTIIND,AARTI INDUSTRIES LTD,406.35,,,0.05,1,EQUITY,,NSE_EQ,INE769A01020
NSE_EQ|INE614B01018,8054,KTKBANK,KARNATAKA BANK LIMITED,178.39,,,0.01,1,EQUITY,,NSE_EQ,INE614B01018
NSE_EQ|INE398R01022,10243,SYNGENE,SYNGENE INTERNATIONAL LTD,703.25,,,0.05,1,EQUITY,,NSE_EQ,INE398R01022
NSE_EQ|INE005B01027,24610,AVANTEL,AVANTEL LIMITED,127.78,,,0.01,1,EQUITY,,NSE_EQ,INE005B01027
NSE_EQ|INE005I01014,14398,AMDIND,AMD INDUSTRIES LIMITED,50.44,,,0.01,1,EQUITY,,NSE_EQ,INE005I01014
NSE_EQ|INE155A01022,3456,TATAMOTORS,TATA MOTORS LIMITED,648.85,,,0.05,1,EQUITY,,NSE_EQ,INE155A01022
NSE_EQ|INE382M01027,3127,BARBEQUE,BARBEQUE NATION HOSP. LTD,272.05,,,0.05,1,EQUITY,,NSE_EQ,INE382M01027
NSE_EQ|INE053F07835,11754,753IRFC30,TAX FREE  7.53% SR. 103 A,1146.2,,,0.01,1,EQUITY,,NSE_EQ,INE053F07835
NSE_EQ|INE306L01010,13116,QUICKHEAL,QUICK HEAL TECH LTD,311.15,,,0.05,1,EQUITY,,NSE_EQ,INE306L01010
NSE_EQ|INE053F07884,15112,735IRFC31,TAX FREE  7.35% SR. 108,1159,,,0.01,1,EQUITY,,NSE_EQ,INE053F07884
NSE_EQ|INE119A01028,341,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,563.15,,,0.05,1,EQUITY,,NSE_EQ,INE119A01028
NSE_EQ|INE025R01021,16913,ARTEMISMED,ARTEMIS MED SERVICE LTD,244.92,,,0.01,1,EQUITY,,NSE_EQ,INE025R01021
NSE_EQ|INE116G01013,11220,VARDHACRLC,VARDHAMAN ACRYLICS LTD,47.98,,,0.01,1,EQUITY,,NSE_EQ,INE116G01013
NSE_EQ|INE924D01017,21427,THEINVEST,THE INVEST TRUST OF IND L,163.62,,,0.01,1,EQUITY,,NSE_EQ,INE924D01017
NSE_EQ|INE053F07900,15168,764IRFC31,TAX FREE  7.64% SR. 108A,1149.79,,,0.01,1,EQUITY,,NSE_EQ,INE053F07900
NSE_EQ|INE961D01019,201,UNIDT,UNITED DRILLING TOOLS LTD,206.5,,,0.01,1,EQUITY,,NSE_EQ,INE961D01019
NSE_EQ|INE204A01010,14086,IGPL,I G PETROCHEMICALS LTD,481.7,,,0.05,1,EQUITY,,NSE_EQ,INE204A01010
NSE_EQ|INE118A01012,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,13848,,,1,1,EQUITY,,NSE_EQ,INE118A01012
NSE_EQ|INE597J01018,714,SHALBY,SHALBY LIMITED,205.7,,,0.01,1,EQUITY,,NSE_EQ,INE597J01018
NSE_EQ|INE234I01028,15136,KAUSHALYA,KAUSHALYA INFRA DEV LTD.,875.2,,,0.05,1,EQUITY,,NSE_EQ,INE234I01028
NSE_EQ|INE334A01023,4299,STERTOOLS,STERLING TOOLS LIMITED,340.2,,,0.05,1,EQUITY,,NSE_EQ,INE334A01023
NSE_EQ|INE106T01025,2868,HITECH,HI-TECH PIPES LIMITED,88.16,,,0.01,1,EQUITY,,NSE_EQ,INE106T01025
NSE_EQ|INE202E07146,1383,855IREDA34,IREDA 8.55NCDTR I SR IIIA,1237.26,,,0.01,1,EQUITY,,NSE_EQ,INE202E07146
NSE_EQ|INE936B01015,29583,NATCAPSUQ,NATURAL CAPSULES LIMITED,214.2,,,0.01,1,EQUITY,,NSE_EQ,INE936B01015
NSE_EQ|INE112X01017,6218,SIKKO,SIKKO INDUSTRIES LIMITED,72.02,,,0.01,1,EQUITY,,NSE_EQ,INE112X01017
NSE_EQ|INE946H01037,8424,VIPULLTD,VIPUL LIMITED,10.3,,,0.01,1,EQUITY,,NSE_EQ,INE946H01037
NSE_EQ|INE349A01021,7553,NRBBEARING,NRB BEARING LIMITED,282.3,,,0.05,1,EQUITY,,NSE_EQ,INE349A01021
NSE_EQ|INE156A01020,14084,INDORAMA,INDO RAMA SYNTHETICS LTD,50.37,,,0.01,1,EQUITY,,NSE_EQ,INE156A01020
NSE_EQ|INE423A07344,25296,99AEL29,SEC RE NCD 9.90% SR VII,1114.99,,,0.01,1,EQUITY,,NSE_EQ,INE423A07344
NSE_EQ|INF251K01SU9,20547,BBNPPGOLD,BARODABNP - BBNPPGOLD,95.25,,,0.05,1,EQUITY,,NSE_EQ,INF251K01SU9
NSE_EQ|INE285H01022,13585,ATLANTAA,ATLANTAA LIMITED,33.68,,,0.01,1,EQUITY,,NSE_EQ,INE285H01022
NSE_EQ|INE258G01013,17105,SUMICHEM,SUMITOMO CHEM INDIA LTD,630.65,,,0.05,1,EQUITY,,NSE_EQ,INE258G01013
NSE_EQ|INE423A07393,757875,930AEL30,AEL 9.3% 2030 SR VII,1004,,,0.01,1,EQUITY,,NSE_EQ,INE423A07393
NSE_EQ|INE371A01025,592,GRAPHITE,GRAPHITE INDIA LTD,527.25,,,0.05,1,EQUITY,,NSE_EQ,INE371A01025
NSE_EQ|INE423A07336,25294,956AEL29,SEC RE NCD 9.56% SR VI,1039.99,,,0.01,1,EQUITY,,NSE_EQ,INE423A07336
NSE_EQ|INE423A07310,25283,932AEL27,SEC RE NCD 9.32% SR III,1035,,,0.01,1,EQUITY,,NSE_EQ,INE423A07310
NSE_EQ|INE930H01031,14912,KPRMILL,KPR MILL LTD.,1067.2,,,0.1,1,EQUITY,,NSE_EQ,INE930H01031
NSE_EQ|INE053F07686,603,865IRFC29,BOND 8.65% PA TF TI-SIIB,1118.33,,,0.01,1,EQUITY,,NSE_EQ,INE053F07686
NSE_EQ|INE822E01011,29439,SUPREME,SUPREME HOLDIN N HOSP I L,73.77,,,0.01,1,EQUITY,,NSE_EQ,INE822E01011
NSE_EQ|INE274C01019,4235,WENDT,WENDT (INDIA) LIMITED,9826.5,,,0.5,1,EQUITY,,NSE_EQ,INE274C01019
NSE_EQ|INE849C01026,15342,SHALPAINTS,SHALIM PAINTS LTD,78.24,,,0.01,1,EQUITY,,NSE_EQ,INE849C01026
NSE_EQ|INE613B01010,9610,ICDSLTD,ICDSLTD,42.44,,,0.01,1,EQUITY,,NSE_EQ,INE613B01010
NSE_EQ|INE725L01011,24389,KARMAENG,KARMA ENERGY LIMITED,59.05,,,0.01,1,EQUITY,,NSE_EQ,INE725L01011
NSE_EQ|INE202E07229,20030,774IREDA31,7.74% TAX FREE NCD,1132,,,0.01,1,EQUITY,,NSE_EQ,INE202E07229
NSE_EQ|INE203Y01012,19097,SILLYMONKS,SILLY MONKS ENTERTAIN LTD,16.69,,,0.01,1,EQUITY,,NSE_EQ,INE203Y01012
NSE_EQ|INE423A07468,757876,AEL170725A,AEL 0% 2030 SR VIII,1020,,,0.01,1,EQUITY,,NSE_EQ,INE423A07468
NSE_EQ|INE386A01023,3676,VESUVIUS,VESUVIUS INDIA LTD,513.2,,,0.05,1,EQUITY,,NSE_EQ,INE386A01023
NSE_EQ|IN9624Z01022,756939,SOLARAPP1,SOLARA RS. 7 PPD UP,434.4,,,0.05,1,EQUITY,,NSE_EQ,IN9624Z01022
NSE_EQ|INE668A01016,10945,TMB,TAMILNAD MERCA BANK LTD,444,,,0.05,1,EQUITY,,NSE_EQ,INE668A01016
NSE_EQ|INE053F07728,1991,863IRFC29,BOND 8.63% PA TF TII-SIIA,1135.4,,,0.01,1,EQUITY,,NSE_EQ,INE053F07728
NSE_EQ|INE423A07419,757873,AEL170725,AEL 0% 2028 SR V,995,,,0.01,1,EQUITY,,NSE_EQ,INE423A07419
NSE_EQ|INE871C01038,7936,AVANTIFEED,AVANTI FEEDS LIMITED,662.3,,,0.05,1,EQUITY,,NSE_EQ,INE871C01038
NSE_EQ|INE053F07744,1999,888IRFC29,BOND 8.88% PA TF TII-SIIB,1136,,,0.01,1,EQUITY,,NSE_EQ,INE053F07744
