instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange,INECODE
NSE_EQ|INE225D01027,24190,SYMPHONY,SYMPHONY LIMITED,1091.8,,,0.1,1,EQUITY,,NSE_EQ,INE225D01027
NSE_EQ|INE281A01026,11511,CENTEXT,CENTURY EXTRUSIONS LTD,23.13,,,0.01,1,EQUITY,,NSE_EQ,INE281A01026
NSE_EQ|INE244L07333,14026,966SFIL25A,SEC RE NCD 10.05% SR.IV,1019.03,,,0.01,1,EQUITY,,NSE_EQ,INE244L07333
NSE_EQ|INE387A01021,3345,SUNDRMFAST,SUNDRAM FASTENERS LTD,978.5,,,0.05,1,EQUITY,,NSE_EQ,INE387A01021
NSE_EQ|INE703B01027,13451,RATNAMANI,RATNAMANI MET & TUB LTD.,2580.6,,,0.1,1,EQUITY,,NSE_EQ,INE703B01027
NSE_EQ|INE217L01019,7200,SHRIRAMPPS,SHRIRAM PROPERTIES LTD,93.06,,,0.01,1,EQUITY,,NSE_EQ,INE217L01019
NSE_EQ|INE429I01024,14992,CCCL,CONS. CONST. CONSORT LTD,16.32,,,0.01,1,EQUITY,,NSE_EQ,INE429I01024
NSE_EQ|INE244A01016,4279,DENORA,DE NORA INDIA LIMITED,850.9,,,0.05,1,EQUITY,,NSE_EQ,INE244A01016
NSE_EQ|INE07O001026,2792,EASEMYTRIP,EASY TRIP PLANNERS LTD,9.82,,,0.01,1,EQUITY,,NSE_EQ,INE07O001026
NSE_EQ|INE323I01011,14922,PURVA,PURAVANKARA LIMITED,286.4,,,0.05,1,EQUITY,,NSE_EQ,INE323I01011
NSE_EQ|INE953R01016,25312,PNGJL,P N GADGIL JEWELLERS LTD,578.55,,,0.05,1,EQUITY,,NSE_EQ,INE953R01016
NSE_EQ|INE640C01011,11856,SHAHALLOYS,SHAH ALLOYS LIMITED,56.04,,,0.01,1,EQUITY,,NSE_EQ,INE640C01011
NSE_EQ|INE058B01018,4176,ZENITHEXPO,ZENITH EXPORTS LTD,220,,,0.01,1,EQUITY,,NSE_EQ,INE058B01018
NSE_EQ|INE101A01026,2031,M&M,MAHINDRA & MAHINDRA LTD,3159.3,,,0.1,1,EQUITY,,NSE_EQ,INE101A01026
NSE_EQ|INE04AK01028,6792,SBC,SBC EXPORTS LIMITED,18.02,,,0.01,1,EQUITY,,NSE_EQ,INE04AK01028
NSE_EQ|INE560A01015,1521,INDIAGLYCO,INDIA GLYCOLS LTD,1666.6,,,0.1,1,EQUITY,,NSE_EQ,INE560A01015
NSE_EQ|INE437A01024,157,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,7351.5,,,0.5,1,EQUITY,,NSE_EQ,INE437A01024
NSE_EQ|INE244L07416,14038,985SFIL28,SEC RE NCD 9.85% SR.VIII,550.25,,,0.01,1,EQUITY,,NSE_EQ,INE244L07416
NSE_EQ|INE208A01029,212,ASHOKLEY,ASHOK LEYLAND LTD,120.35,,,0.01,1,EQUITY,,NSE_EQ,INE208A01029
NSE_EQ|INE325C01035,20560,DOLLAR,DOLLAR INDUSTRIES LIMITED,379.4,,,0.05,1,EQUITY,,NSE_EQ,INE325C01035
NSE_EQ|INE866R01028,21726,MATRIMONY,MATRIMONY.COM LIMITED,546.55,,,0.05,1,EQUITY,,NSE_EQ,INE866R01028
NSE_EQ|INE641C01019,15248,KAVDEFENCE,KAVVERI DFS & WIR TEC LTD,58.82,,,0.01,1,EQUITY,,NSE_EQ,INE641C01019
NSE_EQ|INE258Y01016,19876,LGHL,LAXMI GOLDORNA HOUSE LTD,700.55,,,0.05,1,EQUITY,,NSE_EQ,INE258Y01016
NSE_EQ|INE750M01017,27008,HEXATRADEX,HEXA TRADEX LIMITED,180.21,,,0.01,1,EQUITY,,NSE_EQ,INE750M01017
NSE_EQ|INE303R01014,2955,KALYANKJIL,KALYAN JEWELLERS IND LTD,582.85,,,0.05,1,EQUITY,,NSE_EQ,INE303R01014
NSE_EQ|INE263W01010,9576,MAHESHWARI,MAHESHWARI LOGISTICS LTD.,60.82,,,0.01,1,EQUITY,,NSE_EQ,INE263W01010
NSE_EQ|INE888C01040,15349,SADHNANIQ,SADHANA NITROCHEM LIMITED,6.77,,,0.01,1,EQUITY,,NSE_EQ,INE888C01040
NSE_EQ|INE933B01012,14797,MEGASOFT,MEGASOFT LTD,115.91,,,0.01,1,EQUITY,,NSE_EQ,INE933B01012
NSE_EQ|INE245A01021,3426,TATAPOWER,TATA POWER CO LTD,389.3,,,0.05,1,EQUITY,,NSE_EQ,INE245A01021
NSE_EQ|INE0V7W01012,28879,CARRARO,CARRARO INDIA LIMITED,483.45,,,0.05,1,EQUITY,,NSE_EQ,INE0V7W01012
NSE_EQ|INE949H01023,18226,MANINFRA,MAN INFRA LTD,172.04,,,0.01,1,EQUITY,,NSE_EQ,INE949H01023
NSE_EQ|INE735W01017,17358,UTKARSHBNK,UTKARSH SMALL FIN BANK L,21.91,,,0.01,1,EQUITY,,NSE_EQ,INE735W01017
NSE_EQ|INE412C01023,7109,JMA,JULLUNDUR MOT AGENCY LTD,92.04,,,0.01,1,EQUITY,,NSE_EQ,INE412C01023
NSE_EQ|INE0KL801015,11895,DCXINDIA,DCX SYSTEMS LIMITED,256.5,,,0.05,1,EQUITY,,NSE_EQ,INE0KL801015
NSE_EQ|INE353K01014,19299,ITDC,INDIA TOUR. DEV. CO. LTD.,572.8,,,0.05,1,EQUITY,,NSE_EQ,INE353K01014
NSE_EQ|INE288B01029,19943,DEEPAKNTR,DEEPAK NITRITE LTD,1819.8,,,0.1,1,EQUITY,,NSE_EQ,INE288B01029
NSE_EQ|INE287B01021,3324,SUBROS,SUBROS LIMITED,840.45,,,0.05,1,EQUITY,,NSE_EQ,INE287B01021
NSE_EQ|INE01A001028,24226,STANLEY,STANLEY LIFESTYLES LTD,321.75,,,0.05,1,EQUITY,,NSE_EQ,INE01A001028
NSE_EQ|INE508K01013,15157,RHL,ROBUST HOTELS LIMITED,275.4,,,0.05,1,EQUITY,,NSE_EQ,INE508K01013
NSE_EQ|INE149O01018,29487,NIBE,NIBE LIMITED,1621.3,,,0.1,1,EQUITY,,NSE_EQ,INE149O01018
NSE_EQ|INE052A01021,24969,WINDMACHIN,WINDSOR MACHINES LIMITED,331.5,,,0.05,1,EQUITY,,NSE_EQ,INE052A01021
NSE_EQ|INE148O01028,9599,DELHIVERY,DELHIVERY LIMITED,429.85,,,0.05,1,EQUITY,,NSE_EQ,INE148O01028
NSE_EQ|INE332A01027,3481,THOMASCOOK,THOMAS COOK (INDIA) LTD,160.43,,,0.01,1,EQUITY,,NSE_EQ,INE332A01027
NSE_EQ|INE331A01037,2043,RAMCOCEM,THE RAMCO CEMENTS LIMITED,1151.1,,,0.1,1,EQUITY,,NSE_EQ,INE331A01037
NSE_EQ|INE559D01011,13900,CREST,CREST VENTURES LIMITED,366.55,,,0.05,1,EQUITY,,NSE_EQ,INE559D01011
NSE_EQ|INE053A01029,1512,INDHOTEL,THE INDIAN HOTELS CO. LTD,741.15,,,0.05,1,EQUITY,,NSE_EQ,INE053A01029
NSE_EQ|INE900L01010,12686,MBAPL,MADHYA BHARAT AGRO P. LTD,435.65,,,0.05,1,EQUITY,,NSE_EQ,INE900L01010
NSE_EQ|INE230B01021,9388,CREATIVEYE,CREATIVE EYE LIMITED,7.28,,,0.01,1,EQUITY,,NSE_EQ,INE230B01021
NSE_EQ|INE927D01051,11655,JBMA,JBM AUTO LIMITED,626,,,0.05,1,EQUITY,,NSE_EQ,INE927D01051
NSE_EQ|INE060X01026,8146,DEVIT,DEV INFO TECHNOLOGY LTD,110.02,,,0.01,1,EQUITY,,NSE_EQ,INE060X01026
NSE_EQ|INE090A01021,4963,ICICIBANK,ICICI BANK LTD.,1471.6,,,0.1,1,EQUITY,,NSE_EQ,INE090A01021
NSE_EQ|INE472A01039,8311,BLUESTARCO,BLUE STAR LIMITED,1697,,,0.1,1,EQUITY,,NSE_EQ,INE472A01039
NSE_EQ|INE155G01029,11430,NDTV,NDTV LTD,135.84,,,0.01,1,EQUITY,,NSE_EQ,INE155G01029
NSE_EQ|INE148I07GL3,18628,9SCL26BA,SEC RED NCD 9.0% SR. VI,1048.9,,,0.01,1,EQUITY,,NSE_EQ,INE148I07GL3
NSE_EQ|INE244L07184,4942,92SFIL28,SERENCD9.20%SRVIICIII&IV,1017.8,,,0.01,1,EQUITY,,NSE_EQ,INE244L07184
NSE_EQ|INF666M01KJ4,756086,GROWWMOM50,GROWWAMC - GROWWMOM50,10.29,,,0.01,1,EQUITY,,NSE_EQ,INF666M01KJ4
NSE_EQ|INE472M01018,31413,MTEDUCARE,MT EDUCARE LTD,2.25,,,0.01,1,EQUITY,,NSE_EQ,INE472M01018
NSE_EQ|INE628A01036,11287,UPL,UPL LIMITED,665.15,,,0.05,1,EQUITY,,NSE_EQ,INE628A01036
NSE_EQ|INE184O01015,25672,DIFFNKG,DIFFUSION ENGINEERS LTD,318.65,,,0.05,1,EQUITY,,NSE_EQ,INE184O01015
NSE_EQ|INE244L07168,4930,96SFIL24A,SERENCD8.84%SRVICIII&IV,989.95,,,0.01,1,EQUITY,,NSE_EQ,INE244L07168
NSE_EQ|INE435A01051,166,ANDHRAPAP,ANDHRA PAPER LIMITED,78.43,,,0.01,1,EQUITY,,NSE_EQ,INE435A01051
NSE_EQ|INE752G01015,11919,MSPL,MSP STEEL & POWER LTD.,33.71,,,0.01,1,EQUITY,,NSE_EQ,INE752G01015
NSE_EQ|INE995S01015,27097,NIVABUPA,NIVA BUPA HEALTH INS CO L,81.51,,,0.01,1,EQUITY,,NSE_EQ,INE995S01015
NSE_EQ|INE100A01010,263,ATUL,ATUL LTD,6491.5,,,0.5,1,EQUITY,,NSE_EQ,INE100A01010
NSE_EQ|INE306N08342,21229,885TCAPS29,UNSERENCD8.85%SRIVCIII&IV,1163,,,0.01,1,EQUITY,,NSE_EQ,INE306N08342
NSE_EQ|INE170V01027,21362,SALASAR,SALASAR TECHNO ENGG. LTD.,7.12,,,0.01,1,EQUITY,,NSE_EQ,INE170V01027
NSE_EQ|INE112F01022,6407,LAMBODHARA,LAMBODHARA TEXTILES LTD.,126.97,,,0.01,1,EQUITY,,NSE_EQ,INE112F01022
NSE_EQ|INE219Y01018,757834,RMDRIP,R M DRIP & SPRINK SYS LTD,673.3,,,0.05,1,EQUITY,,NSE_EQ,INE219Y01018
NSE_EQ|INE052T01013,2306,BESTAGRO,BEST AGROLIFE LIMITED,512.35,,,0.05,1,EQUITY,,NSE_EQ,INE052T01013
NSE_EQ|INE159A01016,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,2936.5,,,0.1,1,EQUITY,,NSE_EQ,INE159A01016
NSE_EQ|INE964W01021,16738,MKPL,M K PROTEINS LIMITED,6.98,,,0.01,1,EQUITY,,NSE_EQ,INE964W01021
NSE_EQ|INE997Y01027,18562,MITTAL,MITTAL LIFE STYLE LIMITED,1.68,,,0.01,1,EQUITY,,NSE_EQ,INE997Y01027
NSE_EQ|INE283A01014,5884,PRECOT,PRECOT LIMITED,584.35,,,0.05,1,EQUITY,,NSE_EQ,INE283A01014
NSE_EQ|INE035801013,13690,SAH,SAH POLYMERS LIMITED,118,,,0.01,1,EQUITY,,NSE_EQ,INE035801013
NSE_EQ|INE748C01038,6232,3IINFOLTD,3I INFOTECH LIMITED,23.43,,,0.01,1,EQUITY,,NSE_EQ,INE748C01038
NSE_EQ|INE0AG901020,24742,CEIGALL,CEIGALL INDIA LIMITED,263.04,,,0.01,1,EQUITY,,NSE_EQ,INE0AG901020
NSE_EQ|INE102A01024,1448,HLVLTD,HLV LIMITED,12.99,,,0.01,1,EQUITY,,NSE_EQ,INE102A01024
NSE_EQ|INE07U701015,19597,IRMENERGY,IRM ENERGY LIMITED,300.4,,,0.05,1,EQUITY,,NSE_EQ,INE07U701015
NSE_EQ|INF666M01LB9,758300,GROWWLOVOL,GROWWAMC - GROWWLOVOL,9.88,,,0.01,1,EQUITY,,NSE_EQ,INF666M01LB9
NSE_EQ|INE553C01016,13522,NECCLTD,NORTH EAST CARRY CORP LTD,22.02,,,0.01,1,EQUITY,,NSE_EQ,INE553C01016
NSE_EQ|INF666M01LA1,756827,GROWWSLVR,GROWWAMC - GROWWSLVR,108.89,,,0.01,1,EQUITY,,NSE_EQ,INF666M01LA1
NSE_EQ|INE535F01024,757049,RAJOOENG,RAJOO ENGINEERS LIMITED,107.76,,,0.01,1,EQUITY,,NSE_EQ,INE535F01024
NSE_EQ|INE460H01021,21091,STARCEMENT,STAR CEMENT LIMITED,243.85,,,0.01,1,EQUITY,,NSE_EQ,INE460H01021
NSE_EQ|INF666M01LL8,758697,GROWWNIFTY,GROWWAMC - GROWWNIFTY,9.85,,,0.01,1,EQUITY,,NSE_EQ,INF666M01LL8
NSE_EQ|INF666M01LI4,757814,GROWWNET,GROWWAMC - GROWWNET,10.31,,,0.01,1,EQUITY,,NSE_EQ,INF666M01LI4
NSE_EQ|INE937C01029,9253,NILAINFRA,NILA INFRASTRUCTURES LTD,11.04,,,0.01,1,EQUITY,,NSE_EQ,INE937C01029
NSE_EQ|INE665A01038,27095,SWANENERGY,SWAN ENERGY LIMITED,442.8,,,0.05,1,EQUITY,,NSE_EQ,INE665A01038
NSE_EQ|INE090501011,757478,SCODATUBES,SCODA TUBES LIMITED,192.07,,,0.01,1,EQUITY,,NSE_EQ,INE090501011
NSE_EQ|INE196A01026,4067,MARICO,MARICO LIMITED,711.2,,,0.05,1,EQUITY,,NSE_EQ,INE196A01026
NSE_EQ|INE512B01022,11999,FCSSOFT,FCS SOFTWARE SOLN. LTD.,2.49,,,0.01,1,EQUITY,,NSE_EQ,INE512B01022
NSE_EQ|INE338H01029,18060,CONCORDBIO,CONCORD BIOTECH LIMITED,1740.7,,,0.1,1,EQUITY,,NSE_EQ,INE338H01029
NSE_EQ|INE298G01027,17307,AJMERA,AJMERA REALTY & INF I LTD,864.6,,,0.05,1,EQUITY,,NSE_EQ,INE298G01027
NSE_EQ|INE070D01027,5143,JAICORPLTD,JAI CORP LIMITED,106.97,,,0.01,1,EQUITY,,NSE_EQ,INE070D01027
NSE_EQ|INE00F201020,9553,PRUDENT,PRUDENT CORP ADV SER LTD,2669.1,,,0.1,1,EQUITY,,NSE_EQ,INE00F201020
NSE_EQ|INE197A01024,1802,JYOTISTRUC,JYOTI STRUCTURES LTD,16.53,,,0.01,1,EQUITY,,NSE_EQ,INE197A01024
NSE_EQ|INE221J01015,4992,SHARDACROP,SHARDA CROPCHEM LTD.,1106.9,,,0.1,1,EQUITY,,NSE_EQ,INE221J01015
NSE_EQ|INE787D01026,335,BALKRISIND,BALKRISHNA IND. LTD,2575.8,,,0.1,1,EQUITY,,NSE_EQ,INE787D01026
NSE_EQ|INE152M01016,25584,TRITURBINE,TRIVENI TURBINE LIMITED,587.85,,,0.05,1,EQUITY,,NSE_EQ,INE152M01016
NSE_EQ|INE040H01021,12018,SUZLON,SUZLON ENERGY LIMITED,65.95,,,0.01,1,EQUITY,,NSE_EQ,INE040H01021
NSE_EQ|INE09XN01023,24715,AKUMS,AKUMS DRUGS AND PHARMA L,513.9,,,0.05,1,EQUITY,,NSE_EQ,INE09XN01023
NSE_EQ|INF109KC18O0,13143,GSEC10IETF,ICICIPRAMC - ICICI10GS,257.16,,,0.01,1,EQUITY,,NSE_EQ,INF109KC18O0
NSE_EQ|INE797H01018,14607,TGBHOTELS,TGB BANQUETS&HOTELS LTD,11.69,,,0.01,1,EQUITY,,NSE_EQ,INE797H01018
NSE_EQ|INE805A01014,9874,GOLDTECH,AION-TECH SOLUTIONS LTD,74.9,,,0.01,1,EQUITY,,NSE_EQ,INE805A01014
NSE_EQ|INE489G01022,28314,ANUHPHR,ANUH PHARMA LIMITED,95.9,,,0.01,1,EQUITY,,NSE_EQ,INE489G01022
NSE_EQ|INE550B01022,4118,HBSL,HB STOCKHOLDINGS LIMITED,78.1,,,0.01,1,EQUITY,,NSE_EQ,INE550B01022
NSE_EQ|INE670X01014,21723,LASA,LASA SUPERGENERICS LTD,10.25,,,0.01,1,EQUITY,,NSE_EQ,INE670X01014
NSE_EQ|INF109KC18W3,24533,OILIETF,ICICIPRAMC - OILIETF,11.22,,,0.01,1,EQUITY,,NSE_EQ,INF109KC18W3
NSE_EQ|INE02NC01014,6579,FINOPB,FINO PAYMENTS BANK LTD,255.1,,,0.05,1,EQUITY,,NSE_EQ,INE02NC01014
NSE_EQ|INE519C01017,21275,SUMMITSEC,SUMMIT SECURITIES LTD,2028.7,,,0.1,1,EQUITY,,NSE_EQ,INE519C01017
NSE_EQ|INE277C01012,4130,REGENCERAM,REGENCY CERAMICS LTD.,51.03,,,0.01,1,EQUITY,,NSE_EQ,INE277C01012
NSE_EQ|INE830C01026,10074,EMAMIPAP,EMAMI PAPER MILLS LIMITED,95.55,,,0.01,1,EQUITY,,NSE_EQ,INE830C01026
NSE_EQ|INF109KC18V5,17808,QUAL30IETF,ICICIPRAMC - ICICIQTY30,20.6,,,0.01,1,EQUITY,,NSE_EQ,INF109KC18V5
NSE_EQ|INF109KC18U7,11386,PVTBANIETF,ICICIPRAMC - ICICIBANKP,27.11,,,0.01,1,EQUITY,,NSE_EQ,INF109KC18U7
NSE_EQ|INE195N01013,28859,PROZONER,PROZONE REALTY LIMITED,42.95,,,0.01,1,EQUITY,,NSE_EQ,INE195N01013
NSE_EQ|INE041025011,9383,EMBASSY,EMBASSY OFFICE PARKS REIT,392.2,,,0.01,1,EQUITY,,NSE_EQ,INE041025011
NSE_EQ|INE625G01013,11626,WELENT,WELSPUN ENTERPRISES LTD.,483.8,,,0.05,1,EQUITY,,NSE_EQ,INE625G01013
NSE_EQ|IN0020160068,7184,706GS2046,GOI LOAN 7.06% 2046,100.01,,,0.01,1,EQUITY,,NSE_EQ,IN0020160068
NSE_EQ|INE792Z01011,11050,SIRCA,SIRCA PAINT INDIA LIMITED,434.55,,,0.05,1,EQUITY,,NSE_EQ,INE792Z01011
NSE_EQ|INE707C01018,19451,CAPTRUST,CAPITAL TRUST LIMITED,60.52,,,0.01,1,EQUITY,,NSE_EQ,INE707C01018
NSE_EQ|INE142Z01019,2972,ORIENTELEC,ORIENT ELECTRIC LIMITED,216.27,,,0.01,1,EQUITY,,NSE_EQ,INE142Z01019
NSE_EQ|INE018A01030,11483,LT,LARSEN & TOUBRO LTD.,3587.3,,,0.1,1,EQUITY,,NSE_EQ,INE018A01030
NSE_EQ|INF277KA1984,21428,TATSILV,TATAAML-TATSILV,10.71,,,0.01,1,EQUITY,,NSE_EQ,INF277KA1984
NSE_EQ|INE873D01024,11677,INDOCO,INDOCO REMEDIES LTD.,309.35,,,0.05,1,EQUITY,,NSE_EQ,INE873D01024
NSE_EQ|INE477B01010,15214,DVL,DHUNSERI VENTURES LIMITED,348.05,,,0.05,1,EQUITY,,NSE_EQ,INE477B01010
NSE_EQ|INE121J01017,29135,INDUSTOWER,INDUS TOWERS LIMITED,345.1,,,0.05,1,EQUITY,,NSE_EQ,INE121J01017
NSE_EQ|INE0JWS20017,757697,VALIANT-RE,VALIANT LABORATORIES LTD,13.21,,,0.01,1,EQUITY,,NSE_EQ,INE0JWS20017
NSE_EQ|INE655B01011,347,BANARBEADS,BANARAS BEADS LTD,114.95,,,0.01,1,EQUITY,,NSE_EQ,INE655B01011
NSE_EQ|INF109KC19O8,13198,COMMOIETF,ICICIPRAMC - ICICICOMMO,87.33,,,0.01,1,EQUITY,,NSE_EQ,INF109KC19O8
NSE_EQ|INE140A01024,2412,PEL,PIRAMAL ENTERPRISES LTD,1197.1,,,0.1,1,EQUITY,,NSE_EQ,INE140A01024
NSE_EQ|INE124E01020,6803,STEELCAS,STEELCAST LIMITED,1097.6,,,0.1,1,EQUITY,,NSE_EQ,INE124E01020
NSE_EQ|INF109KC19V3,5306,FMCGIETF,ICICIPRAMC - ICICIFMCG,59.9,,,0.01,1,EQUITY,,NSE_EQ,INF109KC19V3
NSE_EQ|INF109KC19U5,21254,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,21.63,,,0.01,1,EQUITY,,NSE_EQ,INF109KC19U5
NSE_EQ|INE389H01022,13260,KEC,KEC INTL. LIMITED,823.9,,,0.05,1,EQUITY,,NSE_EQ,INE389H01022
NSE_EQ|INE999A01023,1949,KSB,KSB LIMITED,842.6,,,0.05,1,EQUITY,,NSE_EQ,INE999A01023
NSE_EQ|INE399L01023,6066,ATGL,ADANI TOTAL GAS LIMITED,595.4,,,0.05,1,EQUITY,,NSE_EQ,INE399L01023
NSE_EQ|INF109KC19W1,24861,METALIETF,ICICIPRAMC - METALIETF,9.11,,,0.01,1,EQUITY,,NSE_EQ,INF109KC19W1
NSE_EQ|INE692B01014,2313,MURUDCERA,MURUDESHWAR CERAMICS LTD,42.21,,,0.01,1,EQUITY,,NSE_EQ,INE692B01014
NSE_EQ|INE055A01016,625,ABREL,ADITYA BIRLA REAL EST LTD,1896.9,,,0.1,1,EQUITY,,NSE_EQ,INE055A01016
NSE_EQ|INE696V01013,5516,JAIPURKURT,NANDANI CREATION LIMITED,42.19,,,0.01,1,EQUITY,,NSE_EQ,INE696V01013
NSE_EQ|INE043C01018,1681,IVP,IVP LTD,173.99,,,0.01,1,EQUITY,,NSE_EQ,INE043C01018
NSE_EQ|INF277KA1976,21401,TATAGOLD,TATAAML-TATAGOLD,9.6,,,0.01,1,EQUITY,,NSE_EQ,INF277KA1976
NSE_EQ|INE697V01011,6152,PANSARI,PANSARI DEVELOPERS LTD,235.5,,,0.01,1,EQUITY,,NSE_EQ,INE697V01011
NSE_EQ|INE558D01021,4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,44.6,,,0.01,1,EQUITY,,NSE_EQ,INE558D01021
NSE_EQ|INE420B01036,3813,ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,99.59,,,0.01,1,EQUITY,,NSE_EQ,INE420B01036
NSE_EQ|INE760F01028,9116,INDOAMIN,INDO AMINES LIMITED,149.65,,,0.01,1,EQUITY,,NSE_EQ,INE760F01028
NSE_EQ|INE092T01019,11184,IDFCFIRSTB,IDFC FIRST BANK LIMITED,67.58,,,0.01,1,EQUITY,,NSE_EQ,INE092T01019
NSE_EQ|INE001B01026,10577,KRBL,KRBL LIMITED,369.95,,,0.05,1,EQUITY,,NSE_EQ,INE001B01026
NSE_EQ|INE700A01033,3637,JUBLPHARMA,JUBILANT PHARMOVA LTD,1158.4,,,0.1,1,EQUITY,,NSE_EQ,INE700A01033
NSE_EQ|INE416D01022,19265,BLISSGVS,BLISS GVS PHARMA LTD,173.73,,,0.01,1,EQUITY,,NSE_EQ,INE416D01022
NSE_EQ|INE528S07110,2252,888ERFL28,SEC RED NCD 8.88% SR. V,951,,,0.01,1,EQUITY,,NSE_EQ,INE528S07110
NSE_EQ|INE621L01012,21828,TEXRAIL,TEXMACO RAIL & ENG. LTD.,144.04,,,0.01,1,EQUITY,,NSE_EQ,INE621L01012
NSE_EQ|INE034D01049,14101,PTL,PTL ENTERPRISES LTD,39.3,,,0.01,1,EQUITY,,NSE_EQ,INE034D01049
NSE_EQ|INE347G01014,11351,PETRONET,PETRONET LNG LIMITED,280.75,,,0.05,1,EQUITY,,NSE_EQ,INE347G01014
NSE_EQ|INE103A01014,2283,MRPL,MRPL,123.55,,,0.01,1,EQUITY,,NSE_EQ,INE103A01014
NSE_EQ|INE067A01029,760,CGPOWER,CG POWER AND IND SOL LTD,651.3,,,0.05,1,EQUITY,,NSE_EQ,INE067A01029
NSE_EQ|INE486R01017,22846,GPTHEALTH,GPT HEALTHCARE LIMITED,179.37,,,0.01,1,EQUITY,,NSE_EQ,INE486R01017
NSE_EQ|INE486Y01013,16908,TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD.,99.41,,,0.01,1,EQUITY,,NSE_EQ,INE486Y01013
NSE_EQ|INE024L01027,20534,GRAVITA,GRAVITA INDIA LIMITED,1790.3,,,0.1,1,EQUITY,,NSE_EQ,INE024L01027
NSE_EQ|INE792B01012,11496,AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,27.27,,,0.01,1,EQUITY,,NSE_EQ,INE792B01012
NSE_EQ|INE438A01022,163,APOLLOTYRE,APOLLO TYRES LTD,440.85,,,0.05,1,EQUITY,,NSE_EQ,INE438A01022
NSE_EQ|INE453D01025,14047,SARLAPOLY,SARLA PERF. FIBERS LTD,112.28,,,0.01,1,EQUITY,,NSE_EQ,INE453D01025
NSE_EQ|INE0GSL01024,7376,HPAL,HP ADHESIVES LIMITED,48.94,,,0.01,1,EQUITY,,NSE_EQ,INE0GSL01024
NSE_EQ|INE260D01016,10637,OLECTRA,OLECTRA GREENTECH LIMITED,1443.3,,,0.1,1,EQUITY,,NSE_EQ,INE260D01016
NSE_EQ|INE341R01014,6227,DTIL,DHUNSERI TEA & IND. LTD.,189.46,,,0.01,1,EQUITY,,NSE_EQ,INE341R01014
NSE_EQ|INE804H01012,14323,TFL,TRANSWARRANTY FIN. LTD.,15.93,,,0.01,1,EQUITY,,NSE_EQ,INE804H01012
NSE_EQ|INE757A01017,742,COSMOFIRST,COSMO FIRST LIMITED,1038.3,,,0.1,1,EQUITY,,NSE_EQ,INE757A01017
NSE_EQ|INE320B01020,14982,CENTUM,CENTUM ELECTRONICS LTD,2103.1,,,0.1,1,EQUITY,,NSE_EQ,INE320B01020
NSE_EQ|INE050401020,13432,ELIN,ELIN ELECTRONICS LIMITED,174.99,,,0.01,1,EQUITY,,NSE_EQ,INE050401020
NSE_EQ|INE794A01010,2406,NEULANDLAB,NEULAND LAB LTD.,13017,,,1,1,EQUITY,,NSE_EQ,INE794A01010
NSE_EQ|INE071D01033,6961,MENONBE,MENON BEARINGS LIMITED,131.08,,,0.01,1,EQUITY,,NSE_EQ,INE071D01033
NSE_EQ|INE148I07LC2,7769,925SCFL27,SEC RE NCD 9.25% SR.VII,1016.21,,,0.01,1,EQUITY,,NSE_EQ,INE148I07LC2
NSE_EQ|INE615H01020,15414,TITAGARH,TITAGARH RAIL SYSTEMS LTD,836.2,,,0.05,1,EQUITY,,NSE_EQ,INE615H01020
NSE_EQ|INE00YB01017,27016,ABINFRA,A B INFRABUILD LIMITED,186.69,,,0.01,1,EQUITY,,NSE_EQ,INE00YB01017
NSE_EQ|INE323B01024,13557,AVONMORE,AVONMORE CAP&MGT SERV LTD,18.25,,,0.01,1,EQUITY,,NSE_EQ,INE323B01024
NSE_EQ|INE695B01025,16986,COUNCODOS,COUNTRY CONDO S LIMITED,6.79,,,0.01,1,EQUITY,,NSE_EQ,INE695B01025
NSE_EQ|INE345A01011,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,163.14,,,0.01,1,EQUITY,,NSE_EQ,INE345A01011
NSE_EQ|INE137C01018,14597,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,253.9,,,0.05,1,EQUITY,,NSE_EQ,INE137C01018
NSE_EQ|INE007B01023,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,73.26,,,0.01,1,EQUITY,,NSE_EQ,INE007B01023
NSE_EQ|INE308A01027,14448,NAHARPOLY,NAHAR POLY FILMS LIMITED,324.1,,,0.05,1,EQUITY,,NSE_EQ,INE308A01027
NSE_EQ|INE00VM01036,10227,MANORAMA,MANORAMA INDUSTRIES LTD,1487.2,,,0.1,1,EQUITY,,NSE_EQ,INE00VM01036
NSE_EQ|INE268L01046,21099,SHEKHAWATI,SHEKHAWATI INDUSTRIES LTD,22.66,,,0.01,1,EQUITY,,NSE_EQ,INE268L01046
NSE_EQ|INE0AJG01018,701,HEMIPROP,HEMISPHERE PROP IND LTD,125.18,,,0.01,1,EQUITY,,NSE_EQ,INE0AJG01018
